origin,destination,count,number_of_carriers,carriers/0,air_time,delay,carriers/1,carriers/2,carriers/3,carriers/4,carriers/5,carriers/6,carriers/7,carriers/8
BOI,GEG,87,1,WN,47.79310345,13.71264368,,,,,,,,
BOS,BUF,62,1,B6,68.85483871,7.048387097,,,,,,,,
BOS,X66,27,2,AA,193,-0.296296296,US,,,,,,,
BOS,CLT,278,2,B6,118.4784173,8.190647482,US,,,,,,,
BOS,ORD,668,4,AA,138.1691617,9.898203593,B6,UA,WN,,,,,
BOS,ICDV,98,2,DL,114.4285714,0.56122449,OH,,,,,,,
BOS,BKL,98,2,CO,99.34693878,2.071428571,XE,,,,,,,
BOS,CMH,31,1,MQ,111.6774194,25.4516129,,,,,,,,
BOS,APA,151,2,B6,248.3907285,-1.913907285,UA,,,,,,,
BOS,DET,180,1,NW,106.4777778,2.744444444,,,,,,,,
BOS,RDU,357,3,B6,105.0308123,9.719887955,MQ,OH,,,,,,
BOS,FLL,162,1,B6,179.3209877,12.37654321,,,,,,,,
BOS,FWS,229,1,AA,236.4759825,7.109170306,,,,,,,,
BOS,FMY,177,3,B6,192.3276836,7.338983051,DL,FL,,,,,,
BOS,IAH,152,1,CO,242.2697368,14.73684211,,,,,,,,
BOS,IND,86,1,9E,136.7790698,11.61627907,,,,,,,,
BOS,VQQ,29,1,B6,151.9310345,17.82758621,,,,,,,,
BOS,LAS,63,2,B6,322.3492063,6.492063492,US,,,,,,,
BOS,LGB,53,1,B6,345.8679245,8.169811321,,,,,,,,
BOS,LAX,305,3,AA,234.1803279,1.573770492,B6,UA,,,,,,
BOS,MIA,186,1,AA,180.483871,6.403225806,,,,,,,,
BOS,MWC,85,2,F9,135.8941176,14.30588235,FL,,,,,,,
BOS,MSP,145,1,NW,164.9586207,2.613793103,,,,,,,,
BOS,MSY,27,1,B6,211.1111111,8.777777778,,,,,,,,
BOS,JFK,1305,5,B6,44.55402299,4.276628352,DL,MQ,OH,US,,,,
BOS,EWR,207,2,CO,50.23188406,17.0531401,XE,,,,,,,
BOS,PHF,34,1,FL,75.55882353,23.85294118,,,,,,,,
BOS,OAK,27,1,B6,372.1111111,6.259259259,,,,,,,,
BOS,MCO,276,3,B6,167.7608696,13.76449275,DL,FL,,,,,,
BOS,PHL,327,1,US,63.11620795,-2.929663609,,,,,,,,
BOS,PHX,298,1,US,122.1979866,5.184563758,,,,,,,,
BOS,PIT,31,1,B6,84.25806452,5.322580645,,,,,,,,
BOS,PDX,31,1,AS,352.0967742,-9.35483871,,,,,,,,
BOS,RIC,52,1,B6,78.96153846,6.057692308,,,,,,,,
BOS,SLC,51,1,DL,295.3921569,6.352941176,,,,,,,,
BOS,SAN,31,1,B6,349.2258065,0.193548387,,,,,,,,
BOS,SFO,227,3,AA,362.4405286,-5.629955947,B6,UA,,,,,,
BOS,SIG,137,3,AA,195.1021898,4.503649635,B6,US,,,,,,
BOS,SEA,60,2,AS,334.9833333,-2.866666667,B6,,,,,,,
BOS,STL,31,1,AA,159.3548387,0.935483871,,,,,,,,
BOS,TPA,117,2,B6,179.1111111,7.64957265,DL,,,,,,,
BOS,DCA,992,6,B6,72.09979839,3.231854839,MQ,OH,UA,US,YV,,,
BOS,PBI,138,2,B6,170.1231884,9.079710145,DL,,,,,,,
BZN,ORD,17,1,OO,144.4705882,59.76470588,,,,,,,,
BZN,APA,132,1,OO,76.42424242,9.666666667,,,,,,,,
BZN,DET,2,1,NW,177,7.5,,,,,,,,
BZN,MSP,14,1,NW,115.8571429,24.07142857,,,,,,,,
BZN,SLC,118,1,OO,53.77118644,10.16101695,,,,,,,,
BZN,SFO,15,1,OO,120.1333333,-0.066666667,,,,,,,,
SRQ,CLT,58,1,YV,84.60344828,10.05172414,,,,,,,,
SRQ,ORD,62,1,FL,139.516129,-1.483870968,,,,,,,,
SRQ,ICDV,24,1,OH,103.5833333,-5.541666667,,,,,,,,
SRQ,DET,12,1,NW,139.5833333,75.91666667,,,,,,,,
SRQ,IND,29,1,FL,114.3448276,6.793103448,,,,,,,,
SRQ,JFK,62,1,B6,131.4354839,8.032258065,,,,,,,,
SGF,MCO,2,1,FL,110.5,48,,,,,,,,
TRI,ICDV,14,1,OO,43.57142857,-0.714285714,,,,,,,,
BRO,FWS,92,1,MQ,72.97826087,23.67391304,,,,,,,,
BRO,IAH,147,1,XE,52.8707483,3.360544218,,,,,,,,
BUF,CLT,111,2,US,91.85585586,4.378378378,YV,,,,,,,
BUF,ORD,317,4,MQ,83.11987382,16.17665615,UA,WN,YV,,,,,
BUF,ICDV,61,2,EV,69.96721311,-0.229508197,OO,,,,,,,
BUF,BKL,27,1,XE,37.40740741,-8.592592593,,,,,,,,
BUF,DET,172,2,9E,47.34883721,10.00581395,NW,,,,,,,
BUF,FLL,56,2,B6,167.6428571,10.32142857,WN,,,,,,,
BUF,FMY,30,2,B6,167.3,11.8,FL,,,,,,,
BUF,LAS,31,1,WN,285.5483871,24.67741935,,,,,,,,
BUF,JFK,326,2,B6,57.91717791,7.680981595,OH,,,,,,,
BUF,EWR,42,1,XE,48.47619048,28.73809524,,,,,,,,
BUF,MCO,127,3,B6,144.1496063,18.65354331,FL,WN,,,,,,
BUF,PHL,56,1,US,52.44642857,2.785714286,,,,,,,,
BUF,PHX,243,1,WN,73.61316872,5.238683128,,,,,,,,
BUF,TPA,62,1,WN,153.2903226,25.27419355,,,,,,,,
BUF,DCA,28,1,YV,47.42857143,26.42857143,,,,,,,,
BUR,APA,62,1,OO,110.8870968,3.774193548,,,,,,,,
BUR,FWS,115,1,AA,140.3826087,4.530434783,,,,,,,,
BUR,LAS,383,2,B6,41.63968668,1.968668407,WN,,,,,,,
BUR,JFK,89,1,B6,261.1685393,4.337078652,,,,,,,,
BUR,OAK,403,1,WN,53.25806452,6.141439206,,,,,,,,
BUR,PHX,592,3,US,55.16891892,1.398648649,WN,YV,,,,,,
BUR,SAC,251,1,WN,59.43824701,1.96812749,,,,,,,,
BUR,SLC,91,1,OO,86.91208791,10.38461538,,,,,,,,
BUR,SFO,173,1,OO,57.60115607,21.96531792,,,,,,,,
BUR,SJC,254,1,WN,48.62992126,3.208661417,,,,,,,,
BUR,SEA,89,1,AS,135.7865169,-9.460674157,,,,,,,,
BTV,BKL,42,1,XE,81.45238095,6.238095238,,,,,,,,
BTV,DET,92,1,9E,90.66304348,13.20652174,,,,,,,,
BTV,JFK,206,2,B6,55.00970874,5.233009709,OH,,,,,,,
BTV,EWR,91,1,XE,49.64835165,12.52747253,,,,,,,,
BTV,MCO,26,1,B6,176.9230769,12.57692308,,,,,,,,
BTM,SLC,58,1,OO,54.20689655,1.517241379,,,,,,,,
CRQ,LAX,282,1,OO,35.65248227,0.578014184,,,,,,,,
CPR,APA,129,2,OO,49.19379845,1.891472868,YV,,,,,,,
CPR,SLC,57,1,OO,59.21052632,8.087719298,,,,,,,,
CDC,SLC,54,1,OO,50.68518519,6.648148148,,,,,,,,
CHS,CLT,88,2,US,37.18181818,5.079545455,YV,,,,,,,
CHS,ORD,92,2,OO,108.8913043,13.32608696,YV,,,,,,,
CHS,DET,57,1,9E,103.9122807,-3.771929825,,,,,,,,
CHS,FWS,62,1,MQ,153.0806452,12.61290323,,,,,,,,
CHS,IAH,75,1,XE,149.0133333,3.56,,,,,,,,
CHS,MEM,31,1,9E,94.22580645,5.741935484,,,,,,,,
CHS,MIA,31,1,MQ,81.96774194,12.61290323,,,,,,,,
CHS,JFK,31,1,OH,81.35483871,-11.58064516,,,,,,,,
CHS,EWR,91,1,XE,82.27472527,27.13186813,,,,,,,,
CRW,ORD,56,1,OO,66.35714286,18.82142857,,,,,,,,
CRW,IAH,31,1,XE,150.2258065,31.58064516,,,,,,,,
CRW,JFK,27,1,MQ,69.55555556,14.40740741,,,,,,,,
CRW,MCO,14,1,FL,91.35714286,5.5,,,,,,,,
X66,CLT,37,1,US,203.5135135,3.054054054,,,,,,,,
X66,MIA,62,1,AA,152.3225806,5.580645161,,,,,,,,
X66,JFK,54,2,AA,225.4444444,6.444444444,DL,,,,,,,
X66,EWR,23,1,CO,242.4347826,4.173913043,,,,,,,,
X66,PHL,21,1,US,185.1904762,3,,,,,,,,
X66,SIG,19,1,UA,19.31578947,12.57894737,,,,,,,,
CLT,ORD,462,4,MQ,93.45670996,13.71645022,UA,US,YV,,,,,
CLT,STX,2,1,US,182.5,-8,,,,,,,,
CLT,ICDV,26,1,OH,65.38461538,15.53846154,,,,,,,,
CLT,BKL,112,3,US,66.73214286,6.339285714,XE,YV,,,,,,
CLT,APA,147,1,US,198.0408163,10.51020408,,,,,,,,
CLT,DET,256,3,NW,78.56640625,3.19140625,US,YV,,,,,,
CLT,RDU,222,2,US,28.35585586,8.189189189,YV,,,,,,,
CLT,FLL,275,2,B6,95.93090909,12.32727273,US,,,,,,,
CLT,FWS,349,2,AA,147.2922636,10.71919771,US,,,,,,,
CLT,FMY,151,1,US,90.74172185,6.774834437,,,,,,,,
CLT,GSO,4,1,YV,22.5,-6,,,,,,,,
CLT,MDT,108,2,US,58.4537037,5.907407407,YV,,,,,,,
CLT,HFD,135,2,US,81.61481481,-0.659259259,YV,,,,,,,
CLT,HNL,15,1,US,457.6,80.73333333,,,,,,,,
CLT,IAH,386,3,CO,148.2046632,15.35233161,US,XE,,,,,,
CLT,IND,25,1,US,72.96,-3.24,,,,,,,,
CLT,VQQ,194,1,US,54.44329897,4.597938144,,,,,,,,
CLT,OAJ,8,1,YV,32.125,25,,,,,,,,
CLT,MCI,81,2,US,124.3333333,5.209876543,YV,,,,,,,
CLT,LAS,144,1,US,266.1180556,-3.111111111,,,,,,,,
CLT,LAX,241,1,US,174.5560166,6.282157676,,,,,,,,
CLT,SDF,79,1,YV,60.02531646,10.91139241,,,,,,,,
CLT,MHT,31,1,US,97.22580645,-1.967741935,,,,,,,,
CLT,MEM,163,1,YV,85.95705521,13.4601227,,,,,,,,
CLT,MIA,316,2,MQ,97.40822785,12.36075949,US,,,,,,,
CLT,MSP,119,3,NW,139.2773109,-1.865546218,US,YV,,,,,,
CLT,MYR,117,2,US,32.18803419,1.957264957,YV,,,,,,,
CLT,BNA,126,2,US,58.97619048,1.547619048,YV,,,,,,,
CLT,MSY,98,1,US,106.6734694,9.285714286,,,,,,,,
CLT,JFK,446,3,B6,75.07174888,5.538116592,OH,US,,,,,,
CLT,EWR,483,4,CO,75.64389234,15.92753623,US,XE,YV,,,,,
CLT,ORF,104,2,US,42.52884615,8.086538462,YV,,,,,,,
CLT,MCO,274,2,FL,71.73722628,13.97810219,US,,,,,,,
CLT,PNS,32,1,YV,79.84375,11.46875,,,,,,,,
CLT,PHL,287,1,US,67.55749129,8.595818815,,,,,,,,
CLT,PHX,433,1,US,147.8337182,9.046189376,,,,,,,,
CLT,PIT,232,2,US,57.23706897,-0.340517241,YV,,,,,,,
CLT,PWM,31,1,US,100.8064516,-5.451612903,,,,,,,,
CLT,PVD,136,2,US,83.63970588,1.154411765,YV,,,,,,,
CLT,RIC,122,2,US,38.36065574,2.016393443,YV,,,,,,,
CLT,ROC,31,1,US,76.35483871,3.032258065,,,,,,,,
CLT,SAT,58,2,US,164.6724138,19.17241379,YV,,,,,,,
CLT,SAN,71,1,US,290.3098592,12.8028169,,,,,,,,
CLT,SFO,124,1,US,320.7580645,10.5483871,,,,,,,,
CLT,SIG,76,1,US,174.4078947,6.486842105,,,,,,,,
CLT,SAV,98,1,YV,38.46938776,12.10204082,,,,,,,,
CLT,SEA,39,1,US,303.3589744,0.538461538,,,,,,,,
CLT,STL,60,2,US,95.95,8.4,YV,,,,,,,
CLT,SYR,56,2,US,78.55357143,2.053571429,YV,,,,,,,
CLT,TPA,245,1,US,80.90204082,11.2244898,,,,,,,,
CLT,DCA,448,2,US,48.01116071,5.546875,YV,,,,,,,
CLT,PBI,177,1,US,87.02259887,9.548022599,,,,,,,,
CLT,ILM,105,1,YV,31.60952381,12.35238095,,,,,,,,
CHO,DET,31,1,9E,71.90322581,-0.064516129,,,,,,,,
CHA,ORD,59,1,MQ,76.3220339,7.288135593,,,,,,,,
CHA,FWS,31,1,MQ,110.3870968,7.322580645,,,,,,,,
CHA,MEM,30,1,9E,49.26666667,3.1,,,,,,,,
ORD,ICDV,418,4,MQ,42.36363636,14.16267943,OH,OO,UA,,,,,
ORD,BKL,590,6,MQ,47.80847458,17.89152542,OO,UA,WN,XE,YV,,,
ORD,CLI,274,3,MQ,29.25547445,23.64963504,OO,YV,,,,,,
ORD,COS,123,2,OO,127.6910569,21.01626016,YV,,,,,,,
ORD,CUB,87,1,YV,88.35632184,44.4137931,,,,,,,,
ORD,CMH,617,4,MQ,45.61102107,20.96920583,OO,UA,WN,,,,,
ORD,DAY,51,2,OO,39.31372549,13.78431373,YV,,,,,,,
ORD,APA,800,4,AA,128.51,7.5575,F9,UA,WN,,,,,
ORD,DSM,389,4,MQ,46.86632391,16.71722365,OO,UA,YV,,,,,
ORD,DET,868,9,9E,45.37442396,16.22926267,MQ,NW,OH,OO,UA,WN,XE,YV
ORD,DBQ,88,1,MQ,26.51136364,7.875,,,,,,,,
ORD,DLH,30,1,OO,58.13333333,58.83333333,,,,,,,,
ORD,RDU,297,5,AA,84.57575758,20.81481481,MQ,UA,WN,YV,,,,
ORD,EGE,17,1,AA,137.2352941,13.11764706,,,,,,,,
ORD,ELP,93,2,AA,171.7204301,24.21505376,OO,,,,,,,
ORD,EVV,137,1,MQ,41.52554745,16.59124088,,,,,,,,
ORD,FAR,115,1,OO,85.64347826,16.55652174,,,,,,,,
ORD,FYV,278,2,MQ,79.28776978,24.77338129,OO,,,,,,,
ORD,FNT,86,1,MQ,35.96511628,22.19767442,,,,,,,,
ORD,FLL,217,2,AA,159.9677419,22.95391705,WN,,,,,,,
ORD,FWA,177,2,MQ,28.17514124,16.3220339,OO,,,,,,,
ORD,FWS,549,3,AA,118.3296903,14.99089253,OO,UA,,,,,,
ORD,FMY,189,3,AA,146.6243386,16.44444444,FL,WN,,,,,,
ORD,GRR,290,4,MQ,27.09310345,16.9,OO,UA,YV,,,,,
ORD,GSP,56,2,XE,74.83928571,33.26785714,YV,,,,,,,
ORD,MDT,50,2,UA,73.02,9.26,YV,,,,,,,
ORD,HFD,293,3,MQ,91.49488055,11.10921502,UA,WN,,,,,,
ORD,HDN,30,2,AA,141.3333333,5.133333333,UA,,,,,,,
ORD,HNL,31,1,UA,524.3548387,42.29032258,,,,,,,,
ORD,IAH,597,8,AA,140.0067002,26.17085427,CO,MQ,OO,UA,WN,XE,YV,
ORD,HSV,118,3,MQ,70.66949153,18.98305085,XE,YV,,,,,,
ORD,IND,447,5,MQ,31.92393736,18.098434,OO,WN,XE,YV,,,,
ORD,IOW,337,3,MQ,33.08902077,17.62908012,OO,YV,,,,,,
ORD,ISP,115,1,WN,97.27826087,4.208695652,,,,,,,,
ORD,JAC,30,2,AA,153.7333333,9.633333333,UA,,,,,,,
ORD,VQQ,89,2,UA,113.8764045,13.48314607,YV,,,,,,,
ORD,OGG,18,1,UA,522.8888889,23.44444444,,,,,,,,
ORD,AZO,141,1,MQ,21.17730496,12.15602837,,,,,,,,
ORD,MCI,634,6,AA,64.95583596,13.79652997,MQ,OO,UA,WN,YV,,,
ORD,DKX,213,4,MQ,62.61502347,21.43661972,OO,XE,YV,,,,,
ORD,LSE,147,1,MQ,38.23129252,9.360544218,,,,,,,,
ORD,LAN,112,2,OO,29.89285714,24.78571429,YV,,,,,,,
ORD,LAS,614,4,AA,210.1156352,7.28990228,UA,US,WN,,,,,
ORD,LEX,91,1,OO,47.76923077,20.1978022,,,,,,,,
ORD,LNK,118,1,OO,71,22.58474576,,,,,,,,
ORD,LIT,268,3,MQ,83.20895522,19.59701493,OO,WN,,,,,,
ORD,LGB,31,1,B6,242.483871,36.48387097,,,,,,,,
ORD,LAX,882,3,AA,211.3276644,10.39455782,UA,WN,,,,,,
ORD,SDF,422,3,MQ,47.12085308,17.96919431,OO,WN,,,,,,
ORD,MSN,338,4,MQ,26.21005917,21.17751479,OO,XE,YV,,,,,
ORD,MHT,168,2,WN,98.20238095,25.81547619,YV,,,,,,,
ORD,MQT,27,1,MQ,47.37037037,66.33333333,,,,,,,,
ORD,MFI,202,2,MQ,36.39108911,14.11386139,OO,,,,,,,
ORD,MEM,277,5,9E,78.88808664,21.6967509,MQ,NW,OO,YV,,,,
ORD,MIA,283,2,AA,153.4840989,17.97173145,UA,,,,,,,
ORD,MWC,331,2,MQ,17.91238671,15.10574018,OO,,,,,,,
ORD,MSP,980,4,AA,60.32346939,12.86428571,NW,UA,WN,,,,,
ORD,MLI,161,3,MQ,26.29813665,14.01242236,OO,YV,,,,,,
ORD,MTJ,19,2,AA,136.2631579,16.36842105,OO,,,,,,,
ORD,BNA,541,5,MQ,61.025878,19.53974122,OO,WN,XE,YV,,,,
ORD,MSY,166,4,AA,118.3493976,22.07831325,MQ,UA,WN,,,,,
ORD,JFK,1199,5,AA,91.30191827,12.70475396,B6,OH,UA,WN,,,,
ORD,EWR,510,5,AA,88.96470588,18.5254902,CO,UA,XE,YV,,,,
ORD,ORF,122,3,OO,93.8852459,24.76229508,WN,YV,,,,,,
ORD,OAK,93,1,WN,255.8494624,8.64516129,,,,,,,,
ORD,OKC,196,3,MQ,100.3112245,19.70408163,OO,YV,,,,,,
ORD,OMA,452,4,MQ,65.07079646,11.55309735,OO,UA,WN,,,,,
ORD,MCO,563,4,AA,132.6500888,15.09236234,FL,UA,WN,,,,,
ORD,PSP,35,1,AA,215.6285714,14.71428571,,,,,,,,
ORD,PIA,235,2,MQ,27.05106383,18.01702128,OO,,,,,,,
ORD,PHL,729,5,AA,82.53497942,10.88065844,MQ,UA,US,WN,,,,
ORD,PHX,849,4,AA,160.7149588,6.481743227,UA,US,WN,,,,,
ORD,PIT,408,5,MQ,56.61519608,15.25245098,OO,UA,WN,YV,,,,
ORD,PWM,4,1,YV,114.25,61,,,,,,,,
ORD,PDX,170,3,AS,237.7529412,17.02352941,UA,WN,,,,,,
ORD,PVD,151,2,UA,100.3509934,13.27152318,WN,,,,,,,
ORD,RAP,14,2,XE,81.42857143,-5.071428571,YV,,,,,,,
ORD,RNO,62,2,AA,222.7419355,5.435483871,WN,,,,,,,
ORD,RIC,148,2,MQ,85.47972973,17.12837838,UA,,,,,,,
ORD,ROA,23,1,YV,64.26086957,13.13043478,,,,,,,,
ORD,RSI,171,1,MQ,41.97660819,16.95321637,,,,,,,,
ORD,ROC,178,4,MQ,67.57303371,20.02808989,UA,XE,YV,,,,,
ORD,SAC,93,2,UA,243.3548387,5.537634409,WN,,,,,,,
ORD,MBS,89,2,OO,33.97752809,8.97752809,YV,,,,,,,
ORD,SLC,316,4,AA,180.5474684,19.14873418,OO,UA,WN,,,,,
ORD,SAT,149,4,AA,150.5100671,20.87919463,OO,WN,YV,,,,,
ORD,SAN,392,3,AA,236.5765306,9.540816327,UA,WN,,,,,,
ORD,SFO,482,3,AA,247.5788382,11.10373444,UA,WN,,,,,,
ORD,SJC,93,2,AA,249.6989247,9.774193548,WN,,,,,,,
ORD,SIG,95,2,AA,245.6842105,8.094736842,UA,,,,,,,
ORD,SNA,173,2,AA,229.9537572,-1.734104046,UA,,,,,,,
ORD,SAV,79,2,XE,95.24050633,25.89873418,YV,,,,,,,
ORD,SEA,415,4,AA,238.339759,7.195180723,AS,UA,WN,,,,,
ORD,FSD,144,2,OO,68.45833333,27.82638889,YV,,,,,,,
ORD,SBN,139,2,OO,19.15827338,17.32374101,YV,,,,,,,
ORD,SPI,125,3,MQ,30.368,23.68,OO,YV,,,,,,
ORD,SGF,170,2,MQ,69.63529412,25.34117647,OO,,,,,,,
ORD,STL,566,2,AA,45.94876325,15.42226148,WN,,,,,,,
ORD,SYR,190,3,MQ,74.24210526,19.62631579,OO,YV,,,,,,
ORD,TPA,289,3,AA,133.799308,19.32871972,UA,WN,,,,,,
ORD,TDZ,86,1,MQ,33.74418605,25.56976744,,,,,,,,
ORD,TVC,152,3,MQ,36.54605263,19.51315789,OO,YV,,,,,,
ORD,TUS,93,2,AA,201.0322581,13.30107527,WN,,,,,,,
ORD,TUL,193,3,AA,92.52849741,17.56476684,MQ,OO,,,,,,
ORD,CMI,142,1,MQ,25.08450704,21.28169014,,,,,,,,
ORD,JAN,57,1,WN,99.22807018,25.45614035,,,,,,,,
ORD,DCA,1022,4,AA,72.97455969,11.30332681,MQ,UA,WN,,,,,
ORD,PBI,62,1,AA,155.016129,21.01612903,,,,,,,,
ORD,HPN,221,2,MQ,89.52036199,10.98642534,OO,,,,,,,
ORD,ICT,264,2,MQ,88.56439394,19.88636364,OO,,,,,,,
ORD,WBW,61,1,OO,79.39344262,36.45901639,,,,,,,,
CIC,SFO,116,1,OO,43.93103448,12.13793103,,,,,,,,
STX,MIA,44,1,AA,144.1136364,-1.613636364,,,,,,,,
I67,BKL,72,3,EV,38.86111111,7.097222222,OH,OO,,,,,,
I67,CUB,14,1,EV,58.92857143,-8.928571429,,,,,,,,
I67,CMH,13,1,OH,27,17.07692308,,,,,,,,
I67,APA,96,2,DL,158.7291667,-0.697916667,OO,,,,,,,
I67,DSM,28,2,EV,76.89285714,7.428571429,OH,,,,,,,
I67,DET,99,1,OH,49.18181818,19.22222222,,,,,,,,
I67,RDU,44,1,OH,60.86363636,22.06818182,,,,,,,,
I67,EGE,2,1,DL,159,-14,,,,,,,,
I67,EVV,26,1,EV,35.76923077,-10.80769231,,,,,,,,
I67,FLL,86,2,DL,130.4418605,9.906976744,OH,,,,,,,
I67,FWA,47,3,EV,27.68085106,1.404255319,OH,OO,,,,,,
I67,FWS,270,3,MQ,133.4222222,16.47777778,OH,OO,,,,,,
I67,FMY,78,1,DL,121.3974359,7.551282051,,,,,,,,
I67,GRR,15,3,EV,49,31.4,OH,OO,,,,,,
I67,GSO,55,3,EV,51.54545455,1.581818182,OH,OO,,,,,,
I67,GSP,31,2,EV,50.32258065,-7.483870968,OO,,,,,,,
I67,IAH,194,4,EV,140.4639175,7.974226804,OH,OO,XE,,,,,
I67,HSV,42,2,EV,55.85714286,-4.261904762,OH,,,,,,,
I67,IND,47,3,EV,26.57446809,16.76595745,OH,OO,,,,,,
I67,VQQ,55,1,OH,89.45454545,8.727272727,,,,,,,,
I67,MCI,2,1,OO,89,-10.5,,,,,,,,
I67,DKX,26,1,EV,39.19230769,-2.884615385,,,,,,,,
I67,LAS,49,1,DL,231.2857143,-9.469387755,,,,,,,,
I67,LEX,11,1,OH,18.63636364,5.909090909,,,,,,,,
I67,LAX,203,1,DL,139.8029557,-0.320197044,,,,,,,,
I67,SDF,37,1,OH,24.37837838,16.62162162,,,,,,,,
I67,MSN,26,1,OH,60.11538462,14.38461538,,,,,,,,
I67,MIA,83,2,DL,131.7228916,8.481927711,MQ,,,,,,,
I67,MWC,98,2,OH,58.63265306,5.887755102,OO,,,,,,,
I67,MSP,109,2,OH,94.65137615,9.302752294,OO,,,,,,,
I67,BNA,44,1,OO,43.88636364,22.47727273,,,,,,,,
I67,MSY,55,1,OH,110.5090909,4.109090909,,,,,,,,
I67,JFK,266,2,DL,82.91729323,13.03383459,OH,,,,,,,
I67,EWR,133,2,OH,81.45864662,25.54887218,XE,,,,,,,
I67,ORF,30,2,EV,68.06666667,23.8,OH,,,,,,,
I67,OKC,17,1,OO,127.2941176,35.17647059,,,,,,,,
I67,OMA,57,2,EV,91.47368421,7.50877193,OO,,,,,,,
I67,MCO,123,1,DL,106.5528455,17.50406504,,,,,,,,
I67,PHL,59,1,OH,65.83050847,27.03389831,,,,,,,,
I67,PHX,243,1,DL,67.67078189,3.769547325,,,,,,,,
I67,PIT,30,2,OH,46.33333333,0.833333333,OO,,,,,,,
I67,SLC,123,1,DL,212.3739837,-4.024390244,,,,,,,,
I67,SAN,28,1,DL,257.0714286,-1.25,,,,,,,,
I67,SFO,49,1,DL,283.5102041,-3.265306122,,,,,,,,
I67,SEA,49,1,DL,270.4081633,-9.183673469,,,,,,,,
I67,SBN,4,2,EV,39.25,3.5,OH,,,,,,,
I67,STL,31,1,OH,65.58064516,4.548387097,,,,,,,,
I67,TPA,60,2,DL,110.85,3,OH,,,,,,,
I67,TUL,1,1,EV,106,70,,,,,,,,
I67,DCA,116,1,OH,56.54310345,10,,,,,,,,
I67,PBI,28,1,OH,130.9642857,23.35714286,,,,,,,,
BKL,CMH,12,1,XE,25.83333333,-13,,,,,,,,
BKL,DAY,80,1,XE,32.6375,-0.8375,,,,,,,,
BKL,APA,102,4,CO,176.5588235,14.19607843,OO,XE,YV,,,,,
BKL,DET,47,2,9E,28.65957447,8.29787234,OH,,,,,,,
BKL,FLL,51,1,CO,158.2941176,0.960784314,,,,,,,,
BKL,FWS,204,2,MQ,157.3872549,14.92156863,XE,,,,,,,
BKL,FMY,44,1,CO,145.2954545,4.022727273,,,,,,,,
BKL,GRR,89,1,XE,43.48314607,7.179775281,,,,,,,,
BKL,GSP,29,1,XE,69.10344828,15.27586207,,,,,,,,
BKL,HFD,24,1,XE,66.875,2.666666667,,,,,,,,
BKL,IAH,182,1,CO,169.3076923,9.263736264,,,,,,,,
BKL,IND,27,1,XE,47.48148148,-14.25925926,,,,,,,,
BKL,VQQ,15,1,XE,111.1333333,-0.733333333,,,,,,,,
BKL,MCI,104,1,XE,113.9038462,5.076923077,,,,,,,,
BKL,DKX,25,1,XE,65.8,12.6,,,,,,,,
BKL,LAS,115,2,CO,257.2782609,-5.452173913,WN,,,,,,,
BKL,LAX,221,1,CO,156.2760181,-1.742081448,,,,,,,,
BKL,SDF,33,1,XE,57.12121212,-2.515151515,,,,,,,,
BKL,MSN,26,1,XE,68.42307692,-9.923076923,,,,,,,,
BKL,MHT,83,1,XE,69.79518072,0.481927711,,,,,,,,
BKL,MEM,70,1,9E,102.3,12.41428571,,,,,,,,
BKL,MIA,25,1,XE,163.64,13.56,,,,,,,,
BKL,MWC,111,1,XE,62.37837838,8.306306306,,,,,,,,
BKL,MSP,82,2,9E,99.25609756,-0.158536585,XE,,,,,,,
BKL,BNA,61,1,WN,78.08196721,0.344262295,,,,,,,,
BKL,MSY,4,1,XE,143.75,5.25,,,,,,,,
BKL,JFK,270,4,CO,64.62222222,-2.359259259,MQ,OH,XE,,,,,
BKL,EWR,179,1,CO,62.43575419,5.575418994,,,,,,,,
BKL,MCO,103,2,CO,126.1067961,3.524271845,XE,,,,,,,
BKL,PHL,39,1,XE,59.30769231,15.74358974,,,,,,,,
BKL,PHX,283,1,CO,94.44522968,1.706713781,,,,,,,,
BKL,PWM,25,1,XE,78.96,7.2,,,,,,,,
BKL,PVD,43,1,XE,73.55813953,-3.837209302,,,,,,,,
BKL,RIC,70,1,XE,55.48571429,6.542857143,,,,,,,,
BKL,ROC,71,1,XE,40.22535211,6.309859155,,,,,,,,
BKL,SAN,13,1,CO,274.2307692,-6.307692308,,,,,,,,
BKL,SFO,41,1,CO,281.0731707,-6.12195122,,,,,,,,
BKL,SIG,4,1,CO,228.75,1.75,,,,,,,,
BKL,SEA,14,1,CO,278.7142857,4.5,,,,,,,,
BKL,STL,68,2,WN,82.83823529,7.602941176,XE,,,,,,,
BKL,SYR,27,1,XE,48.37037037,-7.074074074,,,,,,,,
BKL,TPA,61,2,CO,132.0655738,10.3442623,XE,,,,,,,
BKL,DCA,114,2,XE,47.61403509,2.815789474,YV,,,,,,,
BKL,PBI,33,2,CO,159.3636364,13.48484848,XE,,,,,,,
CLI,DET,115,2,9E,48.20869565,6.591304348,NW,,,,,,,
CLI,MQT,27,1,MQ,25.74074074,41.22222222,,,,,,,,
CLI,MSP,45,2,9E,44.04444444,-2.755555556,NW,,,,,,,
COD,APA,31,1,YV,77.35483871,0.129032258,,,,,,,,
COD,SLC,62,1,OO,69.87096774,25.64516129,,,,,,,,
